FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C,Health Category
171409,"Sandwich spread, with chopped pickle, regular, unspecified oils",Fats and Oils,389.0,0.9,22.4,34.0,76.0 mg,0.4,40.8 g,0.0 g,0.0 mg,Indulgent
172797,"Rolls, hamburger or hotdog, mixed-grain",Baked Products,263.0,9.6,44.6,6.0,0.0 mg,3.8,38.0 g,0.0 g,0.0 mg,Indulgent
170694,"Fast foods, hamburger; single, regular patty; with condiments",Fast Foods,263.0,13.3,29.57,10.18,29.0 mg,1.8,44.82 g,0.0 g,0.3 mg,Balanced
168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,86.0,1.57,20.12,0.05,0.0 mg,3.0,77.28 g,0.0 g,2.4 mg,Balanced
174601,"Swisswurst, pork and beef, with swiss cheese, smoked",Sausages and Luncheon Meats,307.0,12.69,1.6,27.37,61.0 mg,0.0,55.31 g,0.0 g,0.0 mg,Indulgent
172391,"Chicken, broilers or fryers, wing, meat only, cooked, fried",Poultry Products,211.0,30.15,0.0,9.15,84.0 mg,0.0,59.83 g,,0.0 mg,Balanced
171187,"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE","Soups, Sauces, and Gravies",108.0,2.02,22.73,0.98,,2.1,66.25 g,,4.8 mg,Balanced
174167,"Beverages, V8 SPLASH Juice Drinks, Orchard Blend",Beverages,33.0,0.0,7.82,0.0,,,92.2 g,,24.7 mg,Balanced
173555,"Infant formula, PBM PRODUCTS, store brand, soy, ready-to-feed",Baby Foods,63.0,1.8,6.09,3.5,0.0 mg,0.0,88.0 g,0.0 g,5.4 mg,Indulgent
172309,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA",Baby Foods,68.0,1.83,7.21,3.5,0.0 mg,0.0,87.0 g,0.0 g,7.9 mg,Indulgent
171029,"Oil, corn, industrial and retail, all purpose salad or cooking",Fats and Oils,900.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
170554,"Seeds, chia seeds, dried",Nut and Seed Products,486.0,16.54,42.12,30.74,0.0 mg,34.4,5.8 g,,1.6 mg,Indulgent
170061,"Turnip greens, raw",Vegetables and Vegetable Products,32.0,1.5,7.13,0.3,0.0 mg,3.2,89.67 g,0.0 g,60.0 mg,Nourishing
172655,"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",131.0,23.11,0.0,4.33,76.0 mg,0.0,73.02 g,0.0 g,0.0 mg,Balanced
173654,"Cranberry juice cocktail, frozen concentrate, prepared with water",Beverages,47.0,0.01,11.81,0.0,0.0 mg,0.0,88.08 g,0.0 g,10.5 mg,Indulgent
173599,"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",Fats and Oils,628.0,0.0,0.0,71.0,0.0 mg,0.0,28.0 g,0.0 g,0.0 mg,Indulgent
170754,"Fast Foods, Fried Chicken, Wing, meat only, skin and breading removed",Fast Foods,215.0,28.77,2.13,10.2,148.0 mg,0.0,56.16 g,0.0 g,0.0 mg,Balanced
169231,"Ginger root, raw",Vegetables and Vegetable Products,80.0,1.82,17.77,0.75,0.0 mg,2.0,78.89 g,0.0 g,5.0 mg,Balanced
173486,"Babyfood, meat, meat sticks, junior",Baby Foods,184.0,13.4,1.1,14.6,70.0 mg,0.2,69.5 g,0.0 g,2.4 mg,Balanced
172877,"Turkey, retail parts, thigh, meat only, cooked, roasted",Poultry Products,159.0,25.14,0.46,6.25,116.0 mg,0.0,66.98 g,0.0 g,0.0 mg,Balanced
170842,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,229.0,27.87,0.0,13.01,81.0 mg,0.0,58.26 g,0.0 g,0.0 mg,Balanced
172901,"CAMPBELL'S, Cream of Mushroom Soup, condensed","Soups, Sauces, and Gravies",81.0,1.29,6.59,5.5,0.0 mg,0.6,84.76 g,,0.5 mg,Indulgent
174132,"Beverages, OCEAN SPRAY, Cran Grape",Beverages,54.0,0.21,13.16,0.0,1.0 mg,0.6,86.5 g,0.0 g,28.1 mg,Indulgent
168991,"Stew, moose (Alaska Native)",American Indian/Alaska Native Foods,55.0,6.6,6.0,0.5,,0.5,86.1 g,,1.0 mg,Nourishing
173552,"Infant formula, MEAD JOHNSON, NEXT STEP PROSOBEE, powder, not reconstituted",Baby Foods,480.0,15.6,57.1,21.0,0.0 mg,0.0,3.0 g,0.0 g,57.0 mg,Indulgent
170448,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",Vegetables and Vegetable Products,93.0,2.3,12.84,4.12,15.0 mg,0.9,78.98 g,,3.1 mg,Balanced
168920,"Corn grain, white",Cereal Grains and Pasta,365.0,9.42,74.26,4.74,0.0 mg,,10.37 g,,0.0 mg,Indulgent
171618,Blood sausage,Sausages and Luncheon Meats,379.0,14.6,1.29,34.5,120.0 mg,0.0,47.3 g,0.0 g,0.0 mg,Indulgent
170569,"Nuts, brazilnuts, dried, unblanched",Nut and Seed Products,659.0,14.32,11.74,67.1,0.0 mg,7.5,3.42 g,0.0 g,0.7 mg,Indulgent
172911,"Soup, chili beef, canned, prepared with equal volume water","Soups, Sauces, and Gravies",57.0,2.49,9.23,1.24,5.0 mg,1.2,85.68 g,0.0 g,1.5 mg,Balanced
174869,"Strawberry-flavor beverage mix, powder",Beverages,389.0,0.1,99.1,0.2,0.0 mg,0.0,0.4 g,0.0 g,0.3 mg,Indulgent
167909,"HORMEL, Cure 81 Ham",Pork Products,106.0,18.43,0.21,3.59,51.0 mg,,74.25 g,,1.6 mg,Nourishing
175249,"Beans, white, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,139.0,9.73,25.09,0.35,0.0 mg,6.3,63.08 g,,0.0 mg,Balanced
171772,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,155.0,29.85,0.0,3.9,78.0 mg,0.0,65.35 g,0.0 g,0.0 mg,Nourishing
169889,"Radishes, hawaiian style, pickled",Vegetables and Vegetable Products,28.0,1.1,5.2,0.3,0.0 mg,2.2,91.5 g,0.0 g,0.0 mg,Balanced
169166,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",Pork Products,166.0,20.8,1.54,8.73,66.0 mg,0.0,65.48 g,0.0 g,0.0 mg,Balanced
173349,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,130.0,21.39,0.0,4.97,66.0 mg,0.0,72.58 g,0.0 g,0.0 mg,Balanced
169572,"Alcoholic beverage, beer, light, BUD LIGHT",Beverages,29.0,0.25,1.3,0.0,0.0 mg,0.0,95.0 g,3.3 g,,Indulgent
168491,"Chrysanthemum leaves, raw",Vegetables and Vegetable Products,24.0,3.36,3.01,0.56,0.0 mg,3.0,91.4 g,,1.4 mg,Nourishing
171318,"Spices, chervil, dried",Spices and Herbs,237.0,23.2,49.1,3.9,0.0 mg,11.3,7.2 g,0.0 g,50.0 mg,Indulgent
172787,"Pie, pumpkin, commercially prepared",Baked Products,243.0,3.9,34.83,9.75,26.0 mg,1.8,50.39 g,0.0 g,0.0 mg,Balanced
168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies",Baked Products,499.0,3.13,71.88,22.15,,1.0,2.06 g,,,Indulgent
170059,"Turnips, frozen, unprepared",Vegetables and Vegetable Products,16.0,1.04,2.94,0.16,0.0 mg,1.8,95.67 g,,4.4 mg,Balanced
171763,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,124.0,23.35,0.0,3.38,58.0 mg,0.0,73.18 g,0.0 g,0.0 mg,Nourishing
170995,"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed",Baby Foods,65.0,1.84,7.15,3.28,0.0 mg,0.0,87.68 g,0.0 g,7.9 mg,Indulgent
171112,"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",Poultry Products,217.0,26.75,0.0,11.4,114.0 mg,,60.9 g,,1.5 mg,Balanced
173048,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,179.0,28.48,0.74,6.95,85.0 mg,0.0,62.67 g,0.0 g,0.0 mg,Balanced
174288,Chickpea flour (besan),Legumes and Legume Products,387.0,22.39,57.82,6.69,0.0 mg,10.8,10.28 g,0.0 g,0.0 mg,Indulgent
172680,"Bread, raisin, enriched",Baked Products,274.0,7.9,52.3,4.4,0.0 mg,4.3,33.6 g,0.0 g,0.1 mg,Indulgent
172118,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,223.0,20.11,0.0,15.18,62.0 mg,0.0,64.06 g,0.0 g,0.0 mg,Indulgent
168869,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",Cereal Grains and Pasta,348.0,8.41,73.43,2.85,0.0 mg,6.3,10.33 g,,0.0 mg,Indulgent
169215,"Corn, sweet, yellow, canned, cream style, regular pack",Vegetables and Vegetable Products,72.0,1.74,18.13,0.42,0.0 mg,1.2,78.73 g,0.0 g,4.6 mg,Indulgent
168992,"Agave, cooked (Southwest)",American Indian/Alaska Native Foods,135.0,0.99,32.0,0.29,0.0 mg,10.6,65.4 g,0.0 g,0.3 mg,Balanced
171319,"Spices, chili powder",Spices and Herbs,282.0,13.46,49.7,14.28,0.0 mg,34.8,10.75 g,0.0 g,0.7 mg,Indulgent
173297,"McDONALD'S, Chicken McNUGGETS",Fast Foods,302.0,15.79,15.09,19.81,44.0 mg,,47.13 g,,1.2 mg,Indulgent
168083,"Restaurant, Chinese, chicken chow mein",Restaurant Foods,85.0,6.76,8.29,2.8,16.0 mg,1.0,81.01 g,,2.0 mg,Nourishing
173794,"Beans, navy, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,140.0,8.23,26.05,0.62,0.0 mg,10.5,63.81 g,0.0 g,0.9 mg,Balanced
168690,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,246.0,19.56,0.0,18.0,85.0 mg,0.0,62.0 g,0.0 g,0.0 mg,Indulgent
172501,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised","Lamb, Veal, and Game Products",346.0,30.39,0.0,24.0,120.0 mg,0.0,44.22 g,,0.0 mg,Indulgent
172196,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",Dairy and Egg Products,358.0,35.1,52.19,0.72,18.0 mg,0.0,3.96 g,0.0 g,5.6 mg,Indulgent
170357,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",Fast Foods,172.0,26.24,0.0,7.41,133.0 mg,0.0,64.24 g,0.0 g,0.0 mg,Balanced
171389,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted",Baby Foods,516.0,11.7,56.5,27.0,17.0 mg,0.0,1.7 g,0.0 g,61.0 mg,Indulgent
172578,"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",201.0,18.59,0.0,13.48,66.0 mg,,67.64 g,,,Balanced
169493,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,248.0,17.16,0.0,19.41,71.0 mg,0.0,61.23 g,0.0 g,0.0 mg,Indulgent
174039,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled",Beef Products,248.0,23.45,0.0,16.44,84.0 mg,0.0,58.69 g,0.0 g,0.0 mg,Indulgent
172958,"Bratwurst, pork, beef and turkey, lite, smoked",Sausages and Luncheon Meats,186.0,14.45,1.62,13.53,56.0 mg,0.0,65.89 g,0.0 g,0.0 mg,Balanced
169607,"Puddings, tapioca, dry mix, prepared with whole milk",Sweets,115.0,2.84,19.43,2.89,12.0 mg,0.0,73.97 g,0.0 g,0.7 mg,Balanced
170102,"Peas, green, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,84.0,5.36,15.63,0.22,0.0 mg,5.5,77.87 g,,14.2 mg,Nourishing
168215,"Plantains, green, raw",Fruits and Fruit Juices,152.0,1.25,36.66,0.07,,2.2,61.1 g,,20.2 mg,Indulgent
169087,"Litchis, dried",Fruits and Fruit Juices,277.0,3.8,70.7,1.2,0.0 mg,4.6,22.3 g,0.0 g,183.0 mg,Indulgent
175168,"Fish, salmon, Atlantic, farmed, cooked, dry heat",Finfish and Shellfish Products,206.0,22.1,0.0,12.35,63.0 mg,0.0,64.75 g,0.0 g,3.7 mg,Balanced
169699,"Couscous, dry",Cereal Grains and Pasta,376.0,12.76,77.43,0.64,0.0 mg,5.0,8.56 g,,0.0 mg,Indulgent
174277,Soy sauce made from soy and wheat (shoyu),Legumes and Legume Products,53.0,8.14,4.93,0.57,0.0 mg,0.8,71.15 g,0.0 g,0.0 mg,Nourishing
174932,"Cake, pudding-type, carrot, dry mix",Baked Products,415.0,5.1,79.2,9.8,0.0 mg,,3.6 g,,1.2 mg,Indulgent
170999,"Babyfood, banana with mixed berries, strained",Baby Foods,92.0,1.01,21.31,0.36,0.0 mg,1.0,76.68 g,0.0 g,18.2 mg,Indulgent
169845,"DENNY'S, spaghetti and meatballs",Restaurant Foods,170.0,7.84,15.51,8.52,19.0 mg,1.5,66.64 g,,0.9 mg,Balanced
168320,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",Pork Products,145.0,19.02,0.76,7.18,49.0 mg,,71.35 g,,1.3 mg,Balanced
173783,"Vitasoy USA Organic Nasoya, Soft Tofu",Legumes and Legume Products,70.0,8.76,0.74,3.5,0.0 mg,0.6,85.8 g,,,Nourishing
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",Snacks,508.0,10.2,53.4,31.1,12.0 mg,2.8,3.2 g,0.0 g,0.6 mg,Indulgent
173692,"Fish, salmon, sockeye, cooked, dry heat",Finfish and Shellfish Products,156.0,26.48,0.0,5.57,61.0 mg,0.0,67.33 g,0.0 g,0.0 mg,Balanced
167940,"Cinnamon buns, frosted (includes honey buns)",Baked Products,452.0,4.45,48.6,26.61,5.0 mg,1.2,18.98 g,0.0 g,0.3 mg,Indulgent
173137,"Formulated bar, POWER BAR, chocolate",Snacks,363.0,14.15,69.63,3.11,0.0 mg,5.7,9.83 g,0.0 g,92.3 mg,Indulgent
174079,"Cookie, butter or sugar, with chocolate icing or filling",Baked Products,503.0,4.1,68.83,23.5,1.0 mg,1.9,2.0 g,0.0 g,0.0 mg,Indulgent
172927,"Pastrami, turkey",Sausages and Luncheon Meats,139.0,16.3,3.34,6.21,68.0 mg,0.1,71.73 g,0.0 g,8.1 mg,Balanced
169434,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,263.0,26.98,0.0,16.44,72.0 mg,0.0,54.95 g,0.0 g,0.0 mg,Indulgent
169141,"Beans, snap, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,35.0,1.89,7.88,0.28,0.0 mg,3.2,89.22 g,0.0 g,9.7 mg,Nourishing
174537,"Soup, cream of chicken, canned, prepared with equal volume milk","Soups, Sauces, and Gravies",77.0,3.01,6.04,4.62,11.0 mg,0.1,84.83 g,0.0 g,0.5 mg,Balanced
175251,"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,117.0,8.13,20.32,0.71,0.0 mg,3.6,69.7 g,,0.4 mg,Balanced
168063,"Restaurant, Latino, arroz con leche (rice pudding)",Restaurant Foods,146.0,3.2,24.92,3.69,8.0 mg,0.5,67.39 g,,,Balanced
168895,"Wheat flour, white, all-purpose, self-rising, enriched",Cereal Grains and Pasta,354.0,9.89,74.22,0.97,0.0 mg,2.7,10.59 g,0.0 g,0.0 mg,Indulgent
169106,"Tangerines, (mandarin oranges), canned, juice pack",Fruits and Fruit Juices,37.0,0.62,9.57,0.03,0.0 mg,0.7,89.51 g,0.0 g,34.2 mg,Indulgent
174659,"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal",Breakfast Cereals,373.0,9.17,78.86,4.06,0.0 mg,6.3,4.3 g,,0.0 mg,Indulgent
171464,"Chicken, broilers or fryers, light meat, meat only, raw",Poultry Products,114.0,23.2,0.0,1.65,58.0 mg,0.0,74.86 g,0.0 g,0.0 mg,Nourishing
168340,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated",Pork Products,109.0,19.25,1.22,3.26,57.0 mg,0.0,72.46 g,0.0 g,0.0 mg,Nourishing
174609,"Bologna, pork and turkey, lite",Sausages and Luncheon Meats,211.0,13.06,3.45,16.06,79.0 mg,0.0,64.87 g,0.0 g,0.0 mg,Indulgent
169162,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",Pork Products,243.0,14.28,1.42,20.0,55.0 mg,0.0,61.56 g,0.0 g,0.0 mg,Indulgent
174026,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Beef Products,216.0,25.73,0.0,11.73,61.0 mg,0.0,61.57 g,0.0 g,0.0 mg,Balanced
169908,"Loquats, raw",Fruits and Fruit Juices,47.0,0.43,12.14,0.2,0.0 mg,1.7,86.73 g,0.0 g,1.0 mg,Balanced
173207,"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",Beverages,0.0,0.1,0.0,0.0,0.0 mg,0.0,99.8 g,0.0 g,0.0 mg,Indulgent
173182,"Beverages, rich chocolate, powder",Beverages,372.0,0.0,92.96,0.0,0.0 mg,0.0,1.28 g,0.0 g,54.5 mg,Indulgent
171706,"Avocados, raw, California",Fruits and Fruit Juices,167.0,1.96,8.64,15.41,0.0 mg,6.8,72.33 g,,8.8 mg,Indulgent
171606,Fish broth,"Soups, Sauces, and Gravies",16.0,2.0,0.4,0.6,0.0 mg,0.0,96.0 g,0.0 g,0.0 mg,Indulgent
173217,"Lemonade, frozen concentrate, white, prepared with water",Beverages,40.0,0.07,10.42,0.04,0.0 mg,0.0,89.35 g,0.0 g,3.9 mg,Indulgent
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,205.0,33.59,0.0,6.77,93.0 mg,0.0,59.38 g,0.0 g,0.0 mg,Balanced
170440,"Potatoes, boiled, cooked without skin, flesh, without salt",Vegetables and Vegetable Products,86.0,1.71,20.01,0.1,0.0 mg,1.8,77.46 g,0.0 g,7.4 mg,Balanced
169930,"Peaches, canned, juice pack, solids and liquids",Fruits and Fruit Juices,44.0,0.63,11.57,0.03,0.0 mg,1.3,87.49 g,0.0 g,3.6 mg,Indulgent
168984,"Stew/soup, caribou (Alaska Native)",American Indian/Alaska Native Foods,41.0,3.8,4.8,0.7,,0.1,90.0 g,,1.5 mg,Balanced
170366,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",Fast Foods,321.0,13.36,27.0,17.71,36.0 mg,2.5,38.83 g,0.0 g,2.1 mg,Indulgent
172227,Ice cream cookie sandwich,Dairy and Egg Products,240.0,3.7,39.6,7.4,6.0 mg,1.2,48.7 g,0.0 g,0.0 mg,Indulgent
174163,"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",Beverages,4.0,0.0,1.26,0.0,,,98.8 g,,25.2 mg,Balanced
167544,"Snacks, granola bars, soft, uncoated, raisin",Snacks,448.0,7.6,66.4,17.8,0.0 mg,4.2,6.4 g,,0.0 mg,Indulgent
173354,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,133.0,21.41,0.0,4.66,61.0 mg,0.0,73.0 g,0.0 g,0.0 mg,Balanced
173262,"Sorghum flour, refined, unenriched",Cereal Grains and Pasta,357.0,9.53,76.85,1.24,,1.9,11.92 g,,0.6 mg,Indulgent
173326,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen","Meals, Entrees, and Side Dishes",235.0,8.9,30.4,8.6,29.0 mg,1.1,50.0 g,0.0 g,4.9 mg,Balanced
174515,"Turkey, retail parts, breast, meat only, raw",Poultry Products,114.0,23.34,0.0,2.33,53.0 mg,0.0,74.66 g,0.0 g,0.0 mg,Nourishing
172917,"Soup, cream of potato, canned, prepared with equal volume water","Soups, Sauces, and Gravies",30.0,0.72,4.7,0.97,2.0 mg,0.2,92.49 g,0.0 g,0.0 mg,Indulgent
175230,SILK Banana-Strawberry soy yogurt,Legumes and Legume Products,88.0,2.35,17.06,1.18,0.0 mg,0.6,78.18 g,,17.6 mg,Balanced
170158,"Nuts, almonds, dry roasted, without salt added",Nut and Seed Products,598.0,20.96,21.01,52.54,0.0 mg,10.9,2.41 g,0.0 g,0.0 mg,Indulgent
170782,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",Fast Foods,250.0,12.63,32.24,7.83,25.0 mg,3.9,45.3 g,0.0 g,0.6 mg,Balanced
173411,"Butter, whipped, with salt",Dairy and Egg Products,731.0,0.49,0.0,78.3,225.0 mg,0.0,16.72 g,0.0 g,0.0 mg,Indulgent
168353,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",Pork Products,118.0,20.89,1.04,3.4,58.0 mg,0.0,70.93 g,0.0 g,0.0 mg,Nourishing
168985,"Caribou, tongue, raw (Alaska Native)",American Indian/Alaska Native Foods,260.0,13.7,0.0,22.8,,,62.5 g,,,Indulgent
174785,"Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil",Snacks,557.0,7.5,55.16,34.02,0.0 mg,10.0,0.34 g,0.0 g,0.1 mg,Indulgent
169148,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",Pork Products,117.0,17.99,1.57,4.39,53.0 mg,0.0,72.58 g,0.0 g,0.0 mg,Balanced
174780,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar",Snacks,396.0,24.29,47.24,13.12,4.0 mg,2.5,12.9 g,,144.4 mg,Indulgent
170345,"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",Fast Foods,170.0,25.9,0.0,7.43,137.0 mg,,64.78 g,,,Balanced
167629,"Melon, banana (Navajo)",American Indian/Alaska Native Foods,21.0,0.84,4.06,0.2,,0.3,94.66 g,,8.1 mg,Indulgent
170978,"Babyfood, cherry cobbler, junior",Baby Foods,78.0,0.3,19.2,0.1,0.0 mg,0.2,79.8 g,0.0 g,9.3 mg,Indulgent
173244,"Cake, yellow, light, dry mix",Baked Products,404.0,4.7,84.1,5.5,0.0 mg,1.3,3.1 g,,0.0 mg,Indulgent
170406,"Collards, raw",Vegetables and Vegetable Products,32.0,3.02,5.42,0.61,0.0 mg,4.0,89.62 g,0.0 g,35.3 mg,Nourishing
170874,"Milk, buttermilk, fluid, cultured, lowfat",Dairy and Egg Products,40.0,3.31,4.79,1.07,4.0 mg,0.0,90.13 g,0.0 g,1.0 mg,Balanced
172420,"Lentils, raw",Legumes and Legume Products,352.0,24.63,63.35,1.06,0.0 mg,10.7,8.26 g,0.0 g,4.5 mg,Indulgent
169588,"Candies, sesame crunch",Sweets,516.0,11.6,50.3,33.3,0.0 mg,7.7,2.2 g,0.0 g,0.0 mg,Indulgent
170637,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Beef Products,149.0,27.37,0.0,4.38,71.0 mg,0.0,67.88 g,0.0 g,0.0 mg,Balanced
173837,"Veal, shoulder, blade, separable lean and fat, cooked, roasted","Lamb, Veal, and Game Products",186.0,25.15,0.0,8.67,117.0 mg,0.0,65.54 g,,0.0 mg,Balanced
171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,199.0,27.88,0.0,9.77,91.0 mg,0.0,61.45 g,0.0 g,0.0 mg,Balanced
170735,"TACO BELL, BURRITO SUPREME with beef",Fast Foods,183.0,7.03,23.37,6.8,12.0 mg,3.7,60.9 g,,,Balanced
167991,"Candies, jellybeans",Sweets,375.0,0.0,93.55,0.05,0.0 mg,0.2,6.3 g,0.0 g,0.0 mg,Indulgent
172143,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,154.0,21.85,0.0,7.41,66.0 mg,0.0,69.93 g,0.0 g,0.0 mg,Balanced
167648,"Fish, sheefish, raw (Alaska Native)",American Indian/Alaska Native Foods,115.0,22.25,0.0,2.84,56.0 mg,0.0,74.62 g,0.0 g,0.0 mg,Nourishing
168239,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",Pork Products,200.0,30.2,0.0,7.86,81.0 mg,0.0,61.79 g,0.0 g,0.0 mg,Balanced
173620,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",Poultry Products,330.0,19.82,8.7,23.52,91.0 mg,,46.92 g,,0.0 mg,Indulgent
168335,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",Pork Products,111.0,19.44,1.03,3.21,53.0 mg,0.0,72.85 g,0.0 g,0.0 mg,Nourishing
173615,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",Poultry Products,273.0,21.77,8.72,16.17,90.0 mg,0.3,52.08 g,,0.0 mg,Indulgent
172158,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,187.0,20.38,0.0,11.71,65.0 mg,0.0,67.25 g,0.0 g,0.0 mg,Balanced
171685,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",Breakfast Cereals,353.0,11.31,72.58,4.4,1.0 mg,8.5,7.57 g,,9.4 mg,Indulgent
169427,"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",Nut and Seed Products,607.0,20.04,21.05,53.95,0.0 mg,7.0,2.08 g,0.0 g,0.5 mg,Indulgent
171791,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",Beef Products,174.0,26.29,0.0,6.8,88.0 mg,0.0,65.78 g,0.0 g,0.0 mg,Balanced
171412,"Oil, coconut",Fats and Oils,892.0,0.0,0.0,99.06,0.0 mg,0.0,0.03 g,0.0 g,0.0 mg,Indulgent
168361,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",Pork Products,106.0,20.39,0.0,2.09,48.0 mg,0.0,76.91 g,0.0 g,0.0 mg,Nourishing
171281,"Whey, acid, dried",Dairy and Egg Products,339.0,11.73,73.45,0.54,3.0 mg,0.0,3.51 g,0.0 g,0.9 mg,Indulgent
170217,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,216.0,30.68,0.0,9.44,102.0 mg,0.0,58.79 g,0.0 g,0.0 mg,Balanced
171095,"Turkey, fryer-roasters, meat and skin, cooked, roasted",Poultry Products,172.0,28.26,0.0,5.72,105.0 mg,0.0,65.76 g,0.0 g,0.0 mg,Balanced
173877,"Kielbasa, fully cooked, grilled",Sausages and Luncheon Meats,337.0,12.45,5.03,29.68,73.0 mg,0.0,49.38 g,0.0 g,14.7 mg,Indulgent
169717,"Tapioca, pearl, dry",Cereal Grains and Pasta,358.0,0.19,88.69,0.02,0.0 mg,0.9,10.99 g,0.0 g,0.0 mg,Indulgent
173510,"Babyfood, vegetable, butternut squash and corn",Baby Foods,50.0,2.0,9.26,0.6,0.0 mg,2.0,87.3 g,0.0 g,4.9 mg,Balanced
